id	desc
d00859	MECLIZINE
d00861	DIMENHYDRINATE
d00862	TRIMETHOBENZAMIDE
d00866	DRONABINOL
d00867	ONDANSETRON
d00873	TRIMIPRAMINE
d00874	AMOXAPINE
d00875	PROTRIPTYLINE
d00876	CLOMIPRAMINE
d00877	MAPROTILINE
d00880	SERTRALINE
d00882	ISOCARBOXAZID
d00883	PHENELZINE
d00884	TRANYLCYPROMINE
d00890	TRIFLUOPERAZINE
d00896	MOLINDONE
d00897	LOXAPINE
d00898	PIMOZIDE
d00900	METHYLPHENIDATE
d00902	ERGOLOID MESYLATES
d00907	HYDROXYZINE
d00910	ZOLPIDEM
d00915	ESTAZOLAM
d00917	QUAZEPAM
d00919	MEPHOBARBITAL
d00923	BUTABARBITAL
d00929	METHOHEXITAL
d00931	ETOMIDATE
d00933	PROPOFOL
d00934	NITROUS OXIDE
d00941	MEPHENYTOIN
d00950	METOCURINE
d00951	MIVACURIUM
d00957	DOXACURIUM
d00960	CARISOPRODOL
d00962	CHLORZOXAZONE
d00963	CYCLOBENZAPRINE
d00964	METAXALONE
d00965	METHOCARBAMOL
d00966	ORPHENADRINE
d00967	BACLOFEN
d00968	DANTROLENE
d00969	PROCYCLIDINE
d00970	TRIHEXYPHENIDYL
d00972	BIPERIDEN
d00976	SELEGILINE
d00978	ALUMINUM HYDROXIDE
d00982	MAGNESIUM HYDROXIDE
d00985	HYOSCYAMINE
d00986	SCOPOLAMINE
d00988	BELLADONNA
d00989	METHSCOPOLAMINE
d00991	CLIDINIUM
d00992	GLYCOPYRROLATE
d00995	MEPENZOLATE
d00999	DICYCLOMINE
d01001	DEXPANTHENOL
d01002	PANCRELIPASE
d01003	PANCREATIN
d01005	URSODIOL
d01008	MAGNESIUM CITRATE
d01010	CASCARA SAGRADA
d01012	PHENOLPHTHALEIN
d01013	SENNA
d01014	CASTOR OIL
d01015	BISACODYL
d01017	POLYCARBOPHIL
d01018	PSYLLIUM
d01019	MINERAL OIL
d01021	DOCUSATE
d01023	POLYETHYLENE GLYCOL 3350 WITH ELECTROLYTES
d01024	LACTULOSE
d01025	LOPERAMIDE
d01026	BISMUTH SUBSALICYLATE
d01027	SIMETHICONE
d01028	CHARCOAL
d01030	DEHYDROCHOLIC ACID
d01031	MESALAMINE
d01032	OLSALAZINE
d01068	DEMECLOCYCLINE
d01070	OXYTETRACYCLINE
d01090	SULFAMETHIZOLE
d01097	RIFABUTIN
d01101	CYCLOSERINE
d01103	CAPREOMYCIN
d01104	PAROMOMYCIN
d01105	IODOQUINOL
d01112	COLISTIN SULFATE OTIC
d01113	COLISTIMETHATE
d01115	BACITRACIN
d01120	ATOVAQUONE
d01121	CLOFAZIMINE
d01123	PYRANTEL
d01126	NICLOSAMIDE
d01128	METHYLENE BLUE
d01133	IMMUNE GLOBULIN INTRAVENOUS
d01135	IMMUNE GLOBULIN INTRAMUSCULAR
d01136	HEPATITIS B IMMUNE GLOBULIN
d01137	TETANUS IMMUNE GLOBULIN
d01138	VARICELLA ZOSTER IMMUNE GLOBULIN
d01139	RHO (D) IMMUNE GLOBULIN
d01142	DIPHTHERIA ANTITOXIN
d01147	RABIES VACCINE (OBSOLETE)
d01148	RABIES IMMUNE GLOBULIN, HUMAN
d01150	BCG
d01156	TYPHOID VACCINE, INACTIVATED
d01158	HAEMOPHILUS B CONJUGATE VACCINE (OBSOLETE)
d01159	MEASLES VIRUS VACCINE
d01160	RUBELLA VIRUS VACCINE
d01161	MUMPS VIRUS VACCINE
d01163	POLIOVIRUS VACCINE, INACTIVATED
d01164	INFLUENZA VIRUS VACCINE, INACTIVATED
d01165	YELLOW FEVER VACCINE
d01166	HEPATITIS B VACCINE (OBSOLETE)
d01168	TETANUS TOXOID
d01171	TUBERCULIN PURIFIED PROTEIN DERIVATIVE
d01184	DIPIVEFRIN OPHTHALMIC
d01185	APRACLONIDINE OPHTHALMIC
d01187	LEVOBUNOLOL OPHTHALMIC
d01188	ACETYLCHOLINE OPHTHALMIC
d01189	CARBACHOL OPHTHALMIC
d01191	PILOCARPINE OPHTHALMIC
d01199	HOMATROPINE OPHTHALMIC
d01200	TROPICAMIDE OPHTHALMIC
d01201	CYCLOPENTOLATE OPHTHALMIC
d01202	CHYMOTRYPSIN OPHTHALMIC
d01204	SUPROFEN OPHTHALMIC
d01208	SULFACETAMIDE SODIUM OPHTHALMIC
d01210	YELLOW MERCURIC OXIDE OPHTHALMIC
d01213	NATAMYCIN OPHTHALMIC
d01214	IDOXURIDINE OPHTHALMIC
d01215	TRIFLURIDINE OPHTHALMIC
d01217	TETRACAINE
d01218	PROPARACAINE OPHTHALMIC
d01219	FLUORESCEIN OPHTHALMIC
d01222	SODIUM HYALURONATE OPHTHALMIC
d01223	ZINC SULFATE OPHTHALMIC
d01225	BORIC ACID TOPICAL
d01226	HYDROXYPROPYL METHYLCELLULOSE OPHTHALMIC
d01227	BOTULINUM TOXIN TYPE A (OBSOLETE)
d01231	CHLORHEXIDINE TOPICAL
d01232	CARBAMIDE PEROXIDE TOPICAL
d01233	NYSTATIN
d01234	BUTOCONAZOLE TOPICAL
d01235	TIOCONAZOLE TOPICAL
d01236	CLOTRIMAZOLE
d01238	TERCONAZOLE TOPICAL
d01239	GENTIAN VIOLET TOPICAL
d01240	SULFANILAMIDE TOPICAL
d01241	CLINDAMYCIN TOPICAL
d01242	NONOXYNOL 9 TOPICAL
d01244	TRETINOIN TOPICAL
d01245	ISOTRETINOIN
d01246	BENZOYL PEROXIDE TOPICAL
d01251	MECLOCYCLINE SULFOSALICYLATE TOPICAL
d01254	ANTHRALIN TOPICAL
d01256	ETRETINATE
d01257	NITROFURAZONE TOPICAL
d01258	MAFENIDE TOPICAL
d01259	SILVER SULFADIAZINE TOPICAL
d01263	PYRITHIONE ZINC TOPICAL
d01265	SULFACETAMIDE SODIUM TOPICAL
d01266	CHLOROXINE TOPICAL
d01267	MUPIROCIN TOPICAL
d01271	ECONAZOLE TOPICAL
d01272	CICLOPIROX TOPICAL
d01274	TOLNAFTATE TOPICAL
d01275	SULCONAZOLE TOPICAL
d01277	NAFTIFINE TOPICAL
d01278	LINDANE TOPICAL
d01279	PERMETHRIN TOPICAL
d01280	CROTAMITON TOPICAL
d01282	ALCLOMETASONE TOPICAL
d01283	AMCINONIDE TOPICAL
d01288	CLOBETASOL TOPICAL
d01289	CLOCORTOLONE TOPICAL
d01290	DESONIDE TOPICAL
d01291	DESOXIMETASONE TOPICAL
d01292	DIFLORASONE TOPICAL
d01293	FLUOCINOLONE TOPICAL
d01294	FLUOCINONIDE TOPICAL
d01295	FLURANDRENOLIDE TOPICAL
d01296	FLUTICASONE
d01297	HALCINONIDE TOPICAL
d01298	HALOBETASOL TOPICAL
d01301	DIBUCAINE TOPICAL
d01303	PRAMOXINE TOPICAL
d01305	DYCLONINE TOPICAL
d01306	COCAINE TOPICAL
d01307	SALICYLIC ACID TOPICAL
d01308	PODOPHYLLUM RESIN TOPICAL
d01309	PODOFILOX TOPICAL
d01313	TRICHLOROACETIC ACID TOPICAL
d01315	COLLAGENASE TOPICAL
d01316	MASOPROCOL TOPICAL
d01319	HYDROQUINONE TOPICAL
d01320	FORMALDEHYDE TOPICAL
d01321	CAPSAICIN TOPICAL
d01322	ALUMINUM CHLORIDE HEXAHYDRATE TOPICAL
d01323	MONOBENZONE TOPICAL
d01325	ARNICA TOPICAL
d01330	THIMEROSAL TOPICAL
d01332	HEXACHLOROPHENE TOPICAL
d01333	BENZALKONIUM CHLORIDE TOPICAL
d01335	SODIUM HYPOCHLORITE TOPICAL
d01338	PHYSIOLOGICAL IRRIGATING SOLUTION
d01339	MECHLORETHAMINE
d01341	LOMUSTINE
d01342	CARMUSTINE
d01345	THIOGUANINE
d01346	FLUDARABINE
d01348	MEGESTROL
d01351	ESTRAMUSTINE
d01353	LEUPROLIDE
d01354	GOSERELIN
d01356	PENTOSTATIN
d01369	INTERFERON ALFA-2B
d01373	HYDROXYUREA
d01375	ALDESLEUKIN
d01376	PACLITAXEL
d01378	MITOTANE
d01379	ASPARAGINASE ESCHERICHIA COLI
d01382	ETHANOLAMINE OLEATE
d01383	SODIUM TETRADECYL SULFATE
d01384	MORRHUATE SODIUM
d01385	BETA-CAROTENE
d01386	YOHIMBINE
d01387	ALPROSTADIL
d01389	DISULFIRAM
d01393	HYALURONIDASE
d01394	PROCAINE
d01395	CHLOROPROCAINE
d01396	PRILOCAINE
d01398	MEPIVACAINE
d01402	DEFEROXAMINE
d01406	NALTREXONE
d01407	FLUMAZENIL
d01411	MESNA
d01417	SUCCIMER
d01418	TIOPRONIN
d01423	POTASSIUM CITRATE
d01425	FLAVOXATE
d01427	BETHANECHOL
d01431	DIMETHYL SULFOXIDE
d01433	ACETOHYDROXAMIC ACID
d01436	TRIOXSALEN
d01445	BARIUM SULFATE
d01451	GADOPENTETATE DIMEGLUMINE
d01456	IOHEXOL
d01461	IOPAMIDOL
d01469	IOVERSOL
d01473	DIATRIZOATE
d01475	IOTHALAMATE
d01482	ISOSULFAN BLUE
d02374	DESFLURANE
d02375	PLASMA PROTEIN FRACTION
d02376	ALBUMIN HUMAN
d02377	DEXTRAN-1
d02378	HETASTARCH
d03001	CLADRIBINE
d03007	MEASLES; MUMPS; RUBELLA VIRUS VACCINE
d03008	INTERFERON GAMMA-1B
d03034	NORGESTREL
d03041	ENOXAPARIN
d03050	LORATADINE
d03051	INTERFERON BETA-1B
d03052	HYDROCHLOROTHIAZIDE-TRIAMTERENE
d03054	AMYLASE
d03056	ATTAPULGITE
d03061	BUTALBITAL
d03066	CITRIC ACID
d03071	DIPHENOXYLATE
d03073	ETHYNODIOL
d03075	HYDROCODONE
d03077	ISOMETHEPTENE MUCATE
d03080	LIPASE
d03085	PEPSIN
d03096	SODIUM BENZOATE
d03097	SODIUM BORATE TOPICAL
d03098	SODIUM CITRATE
d03109	JAPANESE ENCEPHALITIS VIRUS VACCINE NAKAYAMA
d03110	DIPHTH; PERTUSSIS, ACEL; TETANUS (OBSOLETE)
d03116	BISMUTH SUBGALLATE
d03125	DIHYDROTACHYSTEROL
d03126	CALCITRIOL
d03128	ERGOCALCIFEROL
d03129	CHOLECALCIFEROL
d03130	THIAMINE
d03133	HYDROXOCOBALAMIN
d03135	PHYTONADIONE
d03137	CALCIUM-VITAMIN D
d03140	MULTIVITAMIN
d03141	MULTIVITAMIN WITH IRON
d03143	MULTIVITAMIN WITH FLUORIDE
d03145	MULTIVITAMIN WITH MINERALS
d03148	MULTIVITAMIN, PRENATAL
d03149	ASCORBIC ACID-FERROUS SULFATE
d03151	RAUWOLFIA SERPENTINA
d03154	DOXYLAMINE
d03157	PAROXETINE
d03158	RIMANTADINE
d03159	CHOLINE
d03160	SUMATRIPTAN
d03162	ETHANOL
d03165	PIPERACILLIN-TAZOBACTAM
d03166	CISAPRIDE
d03168	DIHYDROCODEINE
d03169	TRIMETREXATE
d03170	FELBAMATE
d03171	GRANISETRON
d03176	TACRINE
d03180	RISPERIDONE
d03181	VENLAFAXINE
d03182	GABAPENTIN
d03183	FLUVASTATIN
d03189	TORSEMIDE
d03190	OXICONAZOLE TOPICAL
d03191	TERBINAFINE TOPICAL
d03192	ZINC OXIDE TOPICAL
d03193	AMILORIDE-HYDROCHLOROTHIAZIDE
d03195	MICONAZOLE TOPICAL
d03197	BETAMETHASONE TOPICAL
d03200	ERYTHROMYCIN TOPICAL
d03202	KETOCONAZOLE TOPICAL
d03203	MINOXIDIL TOPICAL
d03204	FLUOROURACIL TOPICAL
d03205	HYDROCORTISONE TOPICAL
d03206	TRIAMCINOLONE TOPICAL
d03208	METRONIDAZOLE TOPICAL
d03210	SELENIUM SULFIDE TOPICAL
d03211	CIPROFLOXACIN OPHTHALMIC
d03214	KETOROLAC OPHTHALMIC
d03220	FLURBIPROFEN OPHTHALMIC
d03221	PREDNISOLONE OPHTHALMIC
d03222	TOBRAMYCIN OPHTHALMIC
d03225	PREDNICARBATE TOPICAL
d03226	SALIVA SUBSTITUTES
d03227	FLUOROMETHOLONE OPHTHALMIC
d03228	LODOXAMIDE OPHTHALMIC
d03229	LEVOCABASTINE OPHTHALMIC
d03233	VITAMIN E TOPICAL
d03238	ETHINYL ESTRADIOL-NORETHINDRONE
d03241	ETHINYL ESTRADIOL-NORGESTREL
d03242	ETHINYL ESTRADIOL-LEVONORGESTREL
d03244	CONJUGATED ESTROGENS- METHYLTESTOSTERONE
d03245	ESTERIFIED ESTROGENS- METHYLTESTOSTERONE
d03247	HYDROCHLOROTHIAZIDE- SPIRONOLACTONE
d03251	HYDROCHLOROTHIAZIDE-RESERPINE
d03254	RESERPINETRICHLORMETHIAZIDE
d03256	HYDRALAZINE; HYDROCHLOROTHIAZIDE; RESERPINE
d03257	HYDRALAZINEHYDROCHLOROTHIAZIDE
d03258	ATENOLOL-CHLORTHALIDONE
d03260	HYDROCHLOROTHIAZIDE-TIMOLOL
d03261	HYDROCHLOROTHIAZIDE-PROPRANOLOL
d03263	HYDROCHLOROTHIAZIDE-METHYLDOPA
d03264	HYDROCHLOROTHIAZIDE-METOPROLOL
d03265	BENAZEPRIL-HYDROCHLOROTHIAZIDE
d03266	HYDROCHLOROTHIAZIDE-LISINOPRIL
d03267	CHLORTHALIDONECLONIDINE
d03268	POLYTHIAZIDEPRAZOSIN
d03273	GUAIFENESIN THEOPHYLLINE
d03276	DYPHYLLINE-GUAIFENESIN
d03280	EPHEDRINE; PHENOBARBITAL; THEOPHYLLINE
d03283	EPHEDRINE; HYDROXYZINE; THEOPHYLLINE
d03289	ACETAMINOPHEN-PSEUDOEPHEDRINE
d03291	ASPIRIN PSEUDOEPHEDRINE
d03292	IBUPROFEN-PSEUDOEPHEDRINE
d03296	ACETAMINOPHEN-CHLORPHENIRAMINE
d03297	ACETAMINOPHEN PHENYLTOLOXAMINE
d03298	CHLORPHENIRAMINE-PSEUDOEPHEDRINE
d03299	CHLORPHENIRAMINE- PHENYLPROPANOLAMINE
d03300	CHLORPHENIRAMINE-PHENYLEPHRINE
d03301	BROMPHENIRAMINE-PSEUDOEPHEDRINE
d03302	BROMPHENIRAMINE- PHENYLPROPANOLAMINE
d03309	BROMPHENIRAMINE; PHENYLEPHRINE; PPA
d03310	CHLORPHENIRAMINE; PE; PPA; PHENYLTOLOXAMINE
d03311	BROMPHENIRAMINE PHENYLEPHRINE
d03313	CHLORPHENIRAMINE; PHENYLEPHRINE; PYRILAMINE
d03314	CHLORPHENIRAMINE; PHENYLEPHRINE; PPA
d03315	CHLORPHENIRAMINE; PHENYLEPHRINE; PPA; PYRILAMINE
d03316	PSEUDOEPHEDRINE-TRIPROLIDINE
d03317	PHENYLEPHRINE-PROMETHAZINE
d03318	PHENIRAMINE; PPA; PYRILAMINE
d03319	APAP; CHLORPHENIRAMINE; PHENYLPROPANOLAMINE
d03320	ACETAMINOPHEN; CHLORPHENIRAMINE; PSEUDOEPHEDRINE
d03322	ASA; CHLORPHENIRAMINE; PHENYLPROPANOLAMINE
d03331	ACETAMINOPHEN; CHLORPHENIRAMINE; PHENYLEPHRINE
d03338	CHLORPHENIRAMINE; METHSCOPOLAMINE; PE
d03340	HOMATROPINE-HYDROCODONE
d03341	CODEINEPSEUDOEPHEDRINE
d03342	ACETAMINOPHEN; DEXTROMETHORPHAN; PSE
d03347	ACETAMINOPHEN; CHLORPHENIRAMINE; DEXTROMETHORPHAN; PSE
d03352	HYDROCODONE-PSEUDOEPHEDRINE
d03353	HYDROCODONEPHENYLPROPANOLAMINE
d03354	DEXTROMETHORPHAN- PSEUDOEPHEDRINE
d03355	DEXTROMETHORPHANPHENYLPROPANOLAMINE
d03356	CHLORPHENIRAMINE-HYDROCODONE
d03357	CODEINE-PROMETHAZINE
d03359	CHLORPHENIRAMINE- DEXTROMETHORPHAN
d03360	DEXTROMETHORPHAN-PROMETHAZINE
d03361	CHLORPHENIRAMINE; HYDROCODONE; PHENYLEPHRINE
d03363	CODEINE; PSEUDOEPHEDRINE; TRIPROLIDINE
d03364	CODEINE; PHENYLEPHRINE; PROMETHAZINE
d03367	BROMPHENIRAMINE; CODEINE; PHENYLPROPANOLAMINE
d03368	BROMPHENIRAMINE; DEXTROMETHORPHAN; PSE
d03369	CHLORPHENIRAMINE; DEXTROMETHORP; PHENYLEPHRINE
d03370	CHLORPHENIRAMINE; DEXTROMETHORPHAN; PSE
d03371	DEXTROMETHORPHAN; PHENYLEPHRINE; PYRILAMINE
d03372	BROMPHENIRAMINE; DEXTROMETHORPHAN; PPA
d03378	ACETAMINOPHENDEXTROMETHORPHAN
d03379	GUAIFENESIN-PSEUDOEPHEDRINE
d03381	GUAIFENESIN-PHENYLEPHRINE
d03382	GUAIFENESIN-PHENYLPROPANOLAMINE
d03383	GUAIFENESIN; PHENYLEPHRINE; PPA
d03388	ETHINYL ESTRADIOL-ETHYNODIOL
d03389	ESTRADIOL-TESTOSTERONE
d03392	CHLORPHENIRAMINE; GUAIFENESIN; PHENYLEPHRINE
d03393	CODEINE-GUAIFENESIN
d03394	CODEINE-IODINATED GLYCEROL
d03396	GUAIFENESIN-HYDROCODONE
d03398	CODEINE; GUAIFENESIN; PSEUDOEPHEDRINE
d03400	DEXTROMETHORPHAN-GUAIFENESIN
d03403	GUAIFENESIN; HYDROCODONE; PHENYLEPHRINE
d03408	DEXTROMETHORPHAN; GUAIFENESIN; PHENYLEPHRINE
d03409	DEXTROMETHORPHAN; GUAIFENESIN; PSEUDOEPHEDRINE
d03411	DEXTROMETHORPHAN; GUAIFENESIN; PPA
d03416	CHLORPHENIRAMINE; HYDROCODONE; PSE
d03419	CHLORPHENIRAMINE; DM; GUAIFENESIN; PHENYLEPHRINE
d03423	ACETAMINOPHEN-CODEINE
d03425	ACETAMINOPHEN; BUTALBITAL; CAFFEINE; CODEINE
d03426	ASPIRIN; BUTALBITAL; CAFFEINE; CODEINE
d03428	ACETAMINOPHEN-HYDROCODONE
d03429	ASPIRIN-HYDROCODONE
d03431	ACETAMINOPHEN-OXYCODONE
d03432	ASPIRIN-OXYCODONE
d03433	MEPERIDINE-PROMETHAZINE
d03434	ACETAMINOPHEN-PROPOXYPHENE
d03435	ASA; CAFFEINE; PROPOXYPHENE
d03436	BELLADONNA-OPIUM
d03437	ACETAMINOPHEN; ASPIRIN; CAFFEINE; SALICYLAMIDE
d03439	ACETAMINOPHEN; ASPIRIN; CAFFEINE
d03445	ACETAMINOPHEN-DIPHENHYDRAMINE
d03447	ASPIRIN; CAFFEINE; SALICYLAMIDE
d03449	ASPIRIN-CAFFEINE
d03454	MAGNESIUM SALICYLATEPHENYLTOLOXAMINE
d03455	ACETAMINOPHEN; BUTALBITAL; CAFFEINE
d03456	ACETAMINOPHEN-BUTALBITAL
d03457	ASPIRIN; BUTALBITAL; CAFFEINE
d03459	APAP; DICHLORALPHENAZONE; ISOMETHEPTENE
d03462	AMITRIPTYLINE-CHLORDIAZEPOXIDE
d03463	AMITRIPTYLINE-PERPHENAZINE
d03468	ASPIRINMETHOCARBAMOL
d03469	ASPIRIN-CARISOPRODOL
d03472	ASPIRIN; CAFFEINE; ORPHENADRINE
d03473	CARBIDOPA-LEVODOPA
d03474	ALUMINUM HYDROXIDE-MAGNESIUM HYDROXIDE
d03478	AL HYDROXIDE; MG HYDROXIDE; SIMETHICONE
d03482	ALUMINUM HYDROXIDE-MINERAL OIL
d03485	ATROPINE; HYOSCYAMINE; PB; SCOPOLAMINE
d03486	BELLADONNABUTABARBITAL
d03490	ATROPINEPHENOBARBITAL
d03492	CHLORDIAZEPOXIDE-CLIDINIUM
d03494	HYOSCYAMINEPHENOBARBITAL
d03495	BELLADONNA; ERGOTAMINE; PHENOBARBITAL
d03496	DOCUSATE-SENNA
d03498	CASANTHRANOL-DOCUSATE
d03502	CASCARA SAGRADAPHENOLPHTHALEIN
d03506	ATROPINE-DIPHENOXYLATE
d03508	ISONIAZID-RIFAMPIN
d03509	ERYTHROMYCIN SULFISOXAZOLE
d03510	OXYTETRACYCLINE; PHENAZOPYRIDINE; SULFAMETHIZOL
d03520	NAPHAZOLINEPHENIRAMINE OPHTHALMIC
d03521	CYCLOPENTOLATEPHENYLEPHRINE OPHTHALMIC
d03523	HYDROXYAMPHETAMINETROPICAMIDE OPHTHALMIC
d03524	BACITRACIN; NEOMYCIN; POLYMYXIN B TOPICAL
d03525	GRAMICIDIN; NEOMYCIN; POLYMYXIN B OPHTHALMIC
d03536	DEXAMETHASONE-TOBRAMYCIN OPHTHALMIC
d03537	DEXAMETHASONE; NEOMYCIN; POLYMYXIN B OPHTHALMIC
d03541	PREDNISOLONE-SULFACETAMIDE SODIUM OPHTHALMIC
d03542	FLUORESCEINPROPARACAINE OPHTHALMIC
d03543	HYDROCORTISONE; NEOMYCIN; POLYMYXIN B OTIC
d03546	HYDROCORTISONE-PRAMOXINE TOPICAL
d03555	HYDROCORTISONE-NEOMYCIN TOPICAL
d03561	BETAMETHASONE-CLOTRIMAZOLE TOPICAL
d03562	NYSTATIN-TRIAMCINOLONE TOPICAL
d03566	CAPTOPRIL-HYDROCHLOROTHIAZIDE
d03569	CARBINOXAMINE
d03570	CARBINOXAMINE-PSEUDOEPHEDRINE
d03574	CARBETAPENTANE; CPM; EPHEDRINE; PHENYLEPHRINE
d03576	BROMODIPHENHYDRAMINE-CODEINE
d03577	CARBINOXAMINE; DEXTROMETHORPHAN; PSE
d03593	CALCIUM CARBONATE-MAGNESIUM CARBONATE
d03600	POTASSIUM BICARBONATE
d03613	PSYLLIUM-SENNA
d03618	HYOSCYAMINE; METHENAM; M-BLUE; PHENYL SALICYL
d03621	BENOXINATE OPHTHALMIC
d03622	BENOXINATEFLUORESCEIN OPHTHALMIC
d03623	ACETIC ACID TOPICAL
d03624	ANTIPYRINE OTIC
d03625	ACETIC ACID-HYDROCORTISONE OTIC
d03627	ANTIPYRINE-BENZOCAINE OTIC
d03632	CETYLPYRIDINIUM TOPICAL
d03640	BUDESONIDE NASAL
d03641	PETROLATUM TOPICAL
d03644	LACTOBACILLUS ACIDOPHILUS
d03646	LACTOBACILLUS ACIDOPHILUS AND BULGARICUS
d03647	ISOPROPYL ALCOHOL TOPICAL
d03648	OPHTHALMIC IRRIGATION, INTRAOCULAR
d03649	BENZOIN TOPICAL
d03650	CANDIDA ALBICANS EXTRACT
d03652	COLCHICINE-PROBENECID
d03653	CALAMINE TOPICAL
d03655	LIDOCAINE-PRILOCAINE TOPICAL
d03656	ETHYL CHLORIDE TOPICAL
d03660	MULTIVITAMIN WITH IRON AND FLUORIDE
d03663	LECITHIN
d03664	PHENOL TOPICAL
d03665	MENTHOL TOPICAL
d03666	MENTHOL-PHENOL TOPICAL
d03668	METHYL SALICYLATE TOPICAL
d03669	METHYL SALICYLATE-MENTHOL TOPICAL
d03676	NALOXONE-PENTAZOCINE
d03677	PHENYLEPHRINE-ZINC OPHTHALMIC
d03680	ASPIRIN; CITRIC ACID; SODIUM BICARBONATE
d03682	ACETAMINOPHEN PENTAZOCINE
d03684	THROMBIN TOPICAL
d03686	UNDECYLENIC ACID TOPICAL
d03687	ALUMINUM ACETATE TOPICAL
d03688	ALUMINUM SULFATE TOPICAL
d03689	CALCIUM ACETATE
d03690	ALUMINUM SULFATE-CALCIUM ACETATE TOPICAL
d03692	BENZYLPENICILLOYL-POLYLYSINE
d03693	ICHTHAMMOL TOPICAL
d03697	BALSAM PERU TOPICAL
d03701	CORN STARCH TOPICAL
d03702	SULFUR TOPICAL
d03703	COAL TAR TOPICAL
d03705	SALICYLIC ACID-SULFUR TOPICAL
d03707	ALOE VERA TOPICAL
d03708	LANOLIN-MINERAL OIL TOPICAL
d03712	CAMPHOR TOPICAL
d03713	CAMPHOR-PHENOL TOPICAL
d03718	TRACE ELEMENTS
d03735	TRIETHANOLAMINE POLYPEPTIDE OLEATE OTIC
d03740	ENALAPRIL-HYDROCHLOROTHIAZIDE
d03744	BISOPROLOL-HYDROCHLOROTHIAZIDE
d03751	DEXBROMPHENIRAMINE- PSEUDOEPHEDRINE
d03752	TACROLIMUS
d03754	ACRIVASTINE PSEUDOEPHEDRINE
d03756	BACITRACIN TOPICAL
d03757	FLUOROMETHOLONESULFACETAMIDE SODIUM OPHTH
d03759	SALMETEROL
d03761	LANOLIN TOPICAL
d03766	ROCURONIUM
d03768	OCULAR LUBRICANT
d03770	EMOLLIENTS, TOPICAL
d03773	STAVUDINE
d03774	DOXEPIN TOPICAL
d03775	FAMCICLOVIR
d03778	CHLOROTHIAZIDEMETHYLDOPA
d03780	DESOGESTREL
d03781	ETHINYL ESTRADIOL-NORGESTIMATE
d03782	DESOGESTREL-ETHINYL ESTRADIOL
d03783	BUPIVACAINE-EPINEPHRINE
d03784	EPINEPHRINE-LIDOCAINE
d03786	DIATRIZOATEIODIPAMIDE
d03788	CALCIPOTRIENE TOPICAL
d03790	POTASSIUM PHOSPHATE
d03794	CYSTEAMINE
d03796	MAGNESIUM CHLORIDE
d03797	MAGNESIUM OXIDE
d03798	MAGNESIUM GLUCONATE
d03804	FLUVOXAMINE
d03805	DORZOLAMIDE OPHTHALMIC
d03806	ALBENDAZOLE
d03807	METFORMIN
d03808	NEFAZODONE
d03809	LAMOTRIGINE
d03810	VINORELBINE
d03811	ABCIXIMAB
d03812	DALTEPARIN
d03814	RIMEXOLONE OPHTHALMIC
d03817	CALCIUM GLUBIONATE
d03818	LORATADINE-PSEUDOEPHEDRINE
d03819	CONJUGATED ESTROGENS-MEDROXYPROGESTERONE
d03820	HEPATITIS A VACCINE (OBSOLETE)
d03821	LOSARTAN
d03822	FERROUS GLUCONATE
d03823	IRON POLYSACCHARIDE
d03824	FERROUS SULFATE
d03825	NISOLDIPINE
d03826	TRAMADOL
d03827	CETIRIZINE
d03828	LANSOPRAZOLE
d03829	AMLODIPINE-BENAZEPRIL
d03830	HYDROCHLOROTHIAZIDE-LOSARTAN
d03831	NILUTAMIDE
d03832	VARICELLA VIRUS VACCINE
d03833	DIVALPROEX SODIUM
d03835	MOEXIPRIL
d03836	ACITRETIN
d03838	VALACYCLOVIR
d03839	MYCOPHENOLATE MOFETIL
d03840	IOPROMIDE
d03842	EPOPROSTENOL
d03844	DIRITHROMYCIN
d03845	SEVOFLURANE
d03846	ACARBOSE
d03847	CARVEDILOL
d03848	AZELAIC ACID TOPICAL
d03849	ALENDRONATE
d03850	BICALUTAMIDE
d03857	BENZOYL PEROXIDE-ERYTHROMYCIN TOPICAL
d03858	LAMIVUDINE
d03860	SAQUINAVIR
d03861	MAGNESIUM LACTATE
d03862	MAGNESIUM AMINO ACIDS CHELATE
d03864	GLIMEPIRIDE
d03866	CALCIUM CITRATE
d03868	AMIFOSTINE
d03869	RILUZOLE
d03871	IBUTILIDE
d03873	ANASTROZOLE
d03874	CEFTIBUTEN
d03875	CISATRACURIUM
d03880	PHENCYCLIDINE (SCHEDULE I SUBSTANCE)
d03882	CEFEPIME
d03884	TROLAMINE SALICYLATE TOPICAL
d03888	BENZOCAINE; BUTAMBEN; TETRACAINE TOPICAL
d03892	HISTAMINE PHOSPHATE
d03894	KAOLIN-PECTIN
d03896	AMYLASE; CELLULASE; LIPASE; PROTEASE
d03897	LACTASE
d03898	SODIUM CHLORIDE, HYPERTONIC, OPHTHALMIC
d03902	SODIUM CHONDROITIN HYALURONATE OPHTHALMIC
d03904	BALSAM PERU; CASTOR OIL; TRYPSIN TOPICAL
d03908	APAP; CHLORPHENIRAMINE; DEXTROMETHORPHAN; PPA
d03911	CHLORPHENIRAMINE; METHSCOPOLAMINE; PSE
d03915	HYDROCODONE-POTASSIUM GUAIACOLSULFONATE
d03920	FERROUS FUMARATE
d03922	ACETAMINOPHEN-CAFFEINE
d03927	BACITRACIN OPHTHALMIC
d03929	AMINOPHYLLINE; AMOBARBITAL; EPHEDRINE
